question_id,question,option_a,option_b,option_c,option_d,correct_answer,domain,topic,difficulty_level,difficulty_band
AP_0413,Once in a blue moon' means:,Very frequently,Occasionally,Never,Every month,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0414,What does 'burn the midnight oil' mean?,Work until morning,Set fire to something,Sleep late,Waste time,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0415,Barking up the wrong tree' means:,Training dogs,Pursuing the wrong course of action,Arguing with someone,Chopping trees,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0416,Spill the beans' means:,Drop food,Reveal secret information,Cook something,Make a mess,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0417,What does 'the ball is in your court' mean?,Playing tennis,It is your turn to take action,Playing fair,Ending a game,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0418,Bite the dust' means:,Eat something dirty,Fail or be defeated,Clean the floor,Accept defeat gracefully,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0419,Speak of the devil' is said when:,Someone misbehaves,The person just mentioned arrives,Talking about evil,Someone lies,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0420,Hit the nail on the head' means:,Do carpentry,Say exactly the right thing,Make a mistake,Hit hard,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0421,On the ball' means:,Playing sports,Alert and efficient,Confused,Lazy,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0422,What does 'cut corners' mean?,Do geometry,Do something poorly to save time or money,Be very precise,Take shortcuts in sports,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0423,Pull someone's leg' means:,Cause pain,Joke or tease someone,Help someone,Hurt someone,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0424,Go back to the drawing board' means:,Draw something,Start over from the beginning,Improve a plan,Go back to school,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0425,Steal someone's thunder' means:,Cause a storm,Take credit for another's success or accomplishment,Be louder than others,Outperform someone,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0426,The last straw' refers to:,Drinking straw,The final problem that causes someone to lose patience,A weak argument,The worst of several options,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0427,Jump on the bandwagon' means:,Join a music band,Follow a trend because it is popular,Make a jump,Win a competition,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0428,Sit on the fence' means:,Remain neutral,Take a clear position,Wait outdoors,Remain indoors,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0429,A penny for your thoughts' means:,Asking someone to share what they are thinking,Offering money,A very cheap idea,Suggesting a guess,A,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0430,Bite off more than you can chew' means:,Eating too much,Taking on more responsibility than one can handle,Chewing slowly,Overestimating food,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0431,Caught red-handed' means:,Painted hands,Caught in the act of doing something wrong,Having red hands,Being caught sleeping,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0432,Kill two birds with one stone' means:,Hunting birds,Accomplish two things with one action,Wasting effort,Being cruel,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0433,Get out of hand' means:,Remove gloves,Become uncontrollable,Complete a task,Get help,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0434,Blow hot and cold' means:,Changing weather,To be inconsistent or indecisive,A temperature problem,An air condition issue,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0435,A drop in the ocean' means:,Ocean water,A very small part of something large,A falling raindrop,A water crisis,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0436,At the drop of a hat' means:,Very slowly,Immediately and without hesitation,By chance,After dropping something,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0437,Chip on your shoulder' means:,Carrying food,Holding a grudge or feeling of inferiority,Having dirt on clothes,Being arrogant,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0438,Throw in the towel' means:,Do laundry,Give up or surrender,Win a fight,Start over,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0439,Blessing in disguise' means:,A hidden blessing,Something that seems bad but turns out to be good,A fake gift,An unwanted surprise,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0440,Miss the boat' means:,Arrive late to a port,Miss an opportunity,Take a boat trip,Fail to understand,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0441,Add fuel to the fire' means:,Increase temperature,Make a bad situation worse,Start a fire,Energize someone,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0442,Read between the lines' means:,Read carefully,Understand hidden meaning,Reading slowly,Reading aloud,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0443,Beat around the bush' means:,Trim bushes,Avoid the main topic,Run in circles,Win an argument,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0444,Piece of cake' means:,Eating dessert,Something very easy,Sharing food,Celebrating success,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0445,In hot water' means:,Bathing,In trouble or a difficult situation,Being tested,Working hard,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0446,Turn a blind eye' means:,Having eye problems,Pretend not to notice something,Watch carefully,Look the other way accidentally,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0447,Call it a day' means:,Naming a day,Stop doing work for the day,Start fresh,Make a call,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0448,Let sleeping dogs lie' means:,Wake up dogs,Avoid bringing up old problems,Pet dogs,Sleep with dogs,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0449,Feather in one's cap' means:,Wearing a hat,An achievement to be proud of,A bird accessory,Running fast,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0450,The tip of the iceberg' means:,The top of an iceberg,A small visible part of a larger problem,A cold situation,Starting small,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0451,Keep your chin up' means:,Exercise your neck,Stay positive during a difficult time,Hold your head high,Show arrogance,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0452,Burn bridges' means:,Arson,Permanently damage a relationship,Cross a bridge,End a journey,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0453,Throw caution to the wind' means:,Be very careful,Take a big risk ignoring possible consequences,Lose something,Be reckless about weather,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0454,Put all your eggs in one basket' means:,Cook eggs,Risk everything on a single option,Be very careful,Organize well,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0455,It takes two to tango' means:,Dancing lesson,Both parties are responsible for a situation,One person is needed,It's easy to work alone,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0456,Get a taste of your own medicine' means:,Take medicine,Experience what you do to others,Enjoy something bitter,Get a surprise,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0457,Actions speak louder than words' means:,Talk loudly,What you do matters more than what you say,Saying less is better,Acting in plays,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0458,Bite the hand that feeds you' means:,Eating while someone watches,Harm someone who has helped you,Be ungrateful,Show aggression,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0459,All in the same boat' means:,Traveling together,Facing the same difficult situation,Being on a cruise,Working as a team,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0460,Raining cats and dogs' means:,Animals falling,Heavy rain,Moderate rain,A hailstorm,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0461,Don't judge a book by its cover' means:,Read book summaries,Don't judge based on appearances,Books should have good covers,Study before judging,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0462,Face the music' means:,Listen to music,Accept the unpleasant consequences of your actions,Perform on stage,Enjoy music,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0463,Break a leg' means:,Cause injury,Good luck,Start running,End a performance,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0464,Cry wolf' means:,Howl like a wolf,Give false alarms repeatedly,Cry loudly,Alert others,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0465,Every cloud has a silver lining' means:,Weather patterns,There is something positive in every negative situation,Clouds are beautiful,Silver is valuable,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0466,Burn the candle at both ends' means:,Use candles wastefully,Work excessively by starting early and finishing late,Light multiple candles,Conserve energy,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0467,The pot calling the kettle black' means:,Kitchenware argument,Criticizing someone for faults you yourself have,A cooking term,A color comparison,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0468,Curiosity killed the cat' means:,Cats are curious,Being too curious can lead to trouble,Cats can be harmed,Investigation is dangerous,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0469,To give someone the cold shoulder' means:,Being physically cold,To ignore or snub someone deliberately,Giving a gift,Feeling cold,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0470,Hold your horses' means:,Tend to animals,Be patient or slow down,Hold someone back,Win a race,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0471,The devil is in the details' means:,Evil exists in small things,Small details can cause large problems,Be aware of evil,Avoid complicated tasks,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0472,In the nick of time' means:,Never arriving,"Just in time, at the last possible moment",Always late,Ahead of schedule,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0473,Let the chips fall where they may' means:,Play board games,Accept what happens without trying to control it,Cause disorder,Be carefree,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0474,Burning bridges' means:,Literal fires,Permanently ending a relationship or opportunity,Crossing dangerous bridges,Starting a new chapter,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0475,Have an ace up your sleeve' means:,Cheat at cards,Have a secret advantage ready,Wear long sleeves,Hide something small,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0476,Straight from the horse's mouth' means:,Information from a horse,Directly from the original reliable source,A strange source,Secondhand information,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0477,Give the benefit of the doubt' means:,Be skeptical,Trust someone despite uncertainty,Question everything,Doubt everyone,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0478,On thin ice' means:,Ice skating,In a risky or uncertain situation,Being cold,Testing limits,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0479,Get cold feet' means:,Feet become cold,Become nervous or hesitant about something,Walk barefoot,Experience frostbite,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0480,Go the extra mile' means:,Walk further,Make more effort than expected,Travel more,Work slower,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0481,Wrap your head around something' means:,Wrap your head physically,Struggle to understand or comprehend something,Solve quickly,Ignore a problem,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0482,Up in the air' means:,Flying,Uncertain or not yet decided,High altitude,Positive outcome,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0483,Back to square one' means:,Playing chess,Starting again from the beginning,Going back home,Reviewing basics,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0484,Leave no stone unturned' means:,Do geology,Do everything possible to achieve something,Be very messy,Leave things scattered,B,Aptitude,Verbal Ability,Foundational (L0-L10),Foundational
AP_0485,"Find the odd one out: Dog, Cat, Parrot, Tiger, Rabbit",Parrot,Tiger,Cat,Dog,B,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0486,"Which does not belong: Mercury, Venus, Moon, Earth, Mars?",Venus,Earth,Moon,Mars,C,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0487,"Odd one out: Pen, Pencil, Eraser, Sharpener, Book",Eraser,Book,Pen,Pencil,B,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0488,"Which is different: Apple, Banana, Mango, Carrot, Grape?",Apple,Banana,Carrot,Grape,C,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0489,"Odd one out: Doctor, Teacher, Lawyer, Hospital, Engineer",Teacher,Hospital,Lawyer,Engineer,B,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0490,"Which is different: Triangle, Square, Circle, Rectangle, Volume?",Triangle,Circle,Volume,Square,C,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0491,"Odd one out: January, March, June, August, October",June,August,October,January,A,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0492,"Classify correctly: Rose, Lotus, Orchid, Jasmine, Neem",Rose,Orchid,Neem,Jasmine,C,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0493,"Which word does NOT belong: Run, Walk, Jump, Think, Swim?",Run,Walk,Think,Swim,C,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0494,"Odd one out: Gold, Silver, Platinum, Copper, Wood",Gold,Silver,Wood,Copper,C,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0495,"Which does not fit: Cow, Goat, Horse, Eagle, Buffalo?",Cow,Eagle,Goat,Buffalo,B,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0496,"Odd one out: Hammer, Saw, Drill, Chisel, Microscope",Hammer,Saw,Microscope,Chisel,C,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0497,"Which is different: France, Germany, India, Brazil, Japan?",Germany,India,Japan,France,B,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0498,"Odd one out: Piano, Guitar, Flute, Violin, Television",Piano,Flute,Television,Guitar,C,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0499,"Which doesn't fit: Red, Blue, Green, Square, Yellow?",Red,Blue,Square,Yellow,C,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0500,"Odd one out: Wheat, Rice, Maize, Mango, Barley",Wheat,Mango,Rice,Barley,B,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0501,"Which doesn't belong: Oxford, Harvard, Cambridge, MIT, Amazon?",Oxford,Harvard,Amazon,MIT,C,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0502,"Odd one out: Sun, Star, Moon, Comet, Cloud",Moon,Cloud,Star,Comet,B,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
AP_0503,"Which does not fit: Cricket, Football, Chess, Hockey, Tennis?",Cricket,Chess,Hockey,Football,B,Aptitude,Logical Reasoning,Foundational (L0-L10),Foundational
